idempresa,Año,mes,idpozo,prod_pet,prod_gas,prod_agua,iny_agua,iny_gas,tef,tipoextraccion,tipoestado,tipopozo,fechaingreso,idusuario,empresa,sigla,formprod,profundidad,formacion,idareapermisoconcesion,areapermisoconcesion,idareayacimiento,areayacimiento,cuenca,provincia,coordenadax,coordenaday,tipo_de_recurso,proyecto,clasificacion,subclasificacion,sub_tipo_recurso,fecha_data
CGC,2020,4,159456,33.055,826.285,69.756,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-73(h),MAGA,2823,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.343,-5.077.687,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,160200,85.948,511.116,485.220,0.000,0.000,29.792,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-59,MAGA,1453,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.652,-5.080.593,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,160200,2.319,64.941,2.842,0.000,0.000,29.875,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-59,MAGA,1453,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.652,-5.080.593,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,159917,11.419,335.887,9.025,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-72(d),MAGA,1648,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.058,-5.074.755,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,158965,26.887,743.443,21.273,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-68(d),MAGA,1602,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.576,-5.076.451,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,136233,0.000,0.000,0.000,0.000,0.000,0.000,Surgencia Natural,En Estudio,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACD.a-2,PAIK,3669,palermo aike,CIEC,CAMPO INDIO ESTE - EL CERRITO ,DEU,CAÑADON DEUS,AUSTRAL,Santa Cruz,-711.581.111.111.111,-505.355.833.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,,30/04/2023
CGC,2020,4,158965,22.144,620.581,17.371,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-68(d),MAGA,1602,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.576,-5.076.451,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,159237,102.913,2.951.600,88.916,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-58(h),MAGA,2810,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.908,-5.073.954,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,161869,54.597,1.721.835,140.539,0.000,0.000,29.958,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1034(h),MAGA,2802,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.936,-5.075.288,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,159427,21.035,1.184.786,33.093,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-71(h),MAGA,2840,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.356,-5.075.662,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,158377,27.374,901.737,103.482,0.000,0.000,23.750,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-61(d),MAGA,1604,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.788,-5.076.341,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,162993,22.741,2.345.234,237.765,0.000,0.000,28.833,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO-23(h),MAGA,2991,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.120.324,-5.062.285,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,159176,51.085,1.328.224,43.622,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-70(h),MAGA,2790,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.631,-5.075.902,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,159915,14.967,837.487,126.267,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-67(d),MAGA,1705,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.685,-507.572,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,163133,39.193,509.898,222.087,0.000,0.000,28.667,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO-22,MAGA,1800,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.119.378,-5.063.628,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,158495,21.125,398.573,15.042,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-77(d),MAGA,1630,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.698,-5.077.405,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,157914,16.266,398.000,12.429,0.000,0.000,29.812,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-65(d),MAGA,1617,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.346,-5.079.823,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,162899,15.250,1.073.908,96.526,0.000,0.000,29.604,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1043(h),MAGA,2938,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.171,-5.072.478,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,157730,10.366,326.763,9.025,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-63(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.016,-5.078.627,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,157915,60.316,1.143.035,43.368,0.000,0.000,28.583,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-64(d),MAGA,1595,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.348,-507.983,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,162505,10.343,1.053.500,3.923,0.000,0.000,26.979,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO - 20(h),MAGA,2881,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.121.223,-5.061.019,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,157729,9.015,276.466,7.220,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-62(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.014,-5.078.624,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,158498,26.455,645.892,7.804,0.000,0.000,29.417,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-79(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.701,-5.077.412,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,161440,17.681,496.873,54.471,0.000,0.000,27.625,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1033(h),MAGA,2870,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.524,-507.315,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,159766,18.030,626.133,86.057,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-90,MAGA,1555,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.577,-5.076.888,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,158379,40.316,1.470.790,41.293,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-75(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.882,-5.076.348,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,163466,13.986,417.073,352.471,0.000,0.000,29.417,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO-18,MAGA,1730,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.118.545,-5.062.265,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,159544,32.513,1.302.462,88.804,0.000,0.000,29.542,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-86(h),MAGA,2990,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.214,-5.080.322,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,159176,66.323,1.880.736,51.602,0.000,0.000,29.833,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-70(h),MAGA,2790,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.631,-5.075.902,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,163749,78.247,1.469.167,13.663,0.000,0.000,29.500,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECN a-3,MAGA,1862,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECNO,EL CERRITO NORTE,AUSTRAL,Santa Cruz,-7.129.554,-5.052.886,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,30/04/2023
CGC,2020,4,159918,27.886,1.251.166,36.906,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-89,MAGA,1555,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.068.126,-5.077.163,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,158378,31.594,501.898,18.246,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-74(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.881,-5.076.345,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,158381,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EaChSO.x-1,MAGA,2555,magallanes,ECHI,ESTANCIA CHIRIPA,ECHI,ESTANCIA CHIRIPA,AUSTRAL,Santa Cruz,-7.101.139,-511.163,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,30/04/2023
CGC,2020,4,158947,23.972,1.034.562,42.002,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-85(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.145,-5.077.842,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,159427,45.231,2.022.116,83.030,0.000,0.000,29.833,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-71(h),MAGA,2840,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.356,-5.075.662,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,145002,41.140,0.000,197.270,0.000,0.000,22.438,Surgencia Natural,Extracción Efectiva,Petrolífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SCA.EaC.a-2,SPRI,3400,springhill,PPT,PUESTO PETER,ESTC,ESTANCIA CAMPOS,AUSTRAL,Santa Cruz,-7.083.313.302,-5.085.118.532,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,,30/04/2023
CGC,2020,4,158946,32.961,915.566,28.801,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-84(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.144,-5.077.838,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,159456,11.912,1.763.985,285.966,0.000,0.000,29.833,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-73(h),MAGA,2823,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.343,-5.077.687,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,163927,24.453,1.378.109,361.148,0.000,0.000,29.500,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECN-4,MAGA,1854,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECNO,EL CERRITO NORTE,AUSTRAL,Santa Cruz,-7.131.528,-5.054.719,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,158945,32.961,1.128.825,13.200,0.000,0.000,29.917,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-83(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.143,-5.077.866,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,159917,14.911,684.531,15.867,0.000,0.000,29.833,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-72(d),MAGA,1648,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.058,-5.074.755,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,158001,18.574,177.432,25.389,0.000,0.000,28.417,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC-1012,MAGA,1878,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.113.608,-5.066.512,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,30/04/2023
CGC,2020,4,158498,37.226,781.421,28.438,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-79(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.701,-5.077.412,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,158495,10.450,290.757,8.589,0.000,0.000,20.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-77(d),MAGA,1630,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.698,-5.077.405,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,158020,5.759,40.721,8.463,0.000,0.000,26.167,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC-1006(d),MAGA,1728,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.014.856,-5.064.386,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,159923,21.436,764.870,61.437,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-60(h),MAGA,2885,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.061,-5.074.762,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2020
CGC,2019,4,158496,58.789,1.224.440,21.852,0.000,0.000,29.417,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-78(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-70.657,-5.077.408,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,158021,8.008,41.106,17.710,0.000,0.000,26.167,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC-1009(d),MAGA,1852,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.014.859,-5.064.393,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2023
CGC,2020,4,11191,9.026,140.196,6.311,0.000,0.000,30.000,Plunger Lift,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.ACI-21,MAGA,3186,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.132.707,-5.080.490.273,NO CONVENCIONAL,Sin Proyecto,,,TIGHT,30/04/2020
CGC,2019,4,158946,35.365,1.238.732,15.985,0.000,0.000,29.708,Surgencia Natural,Extracción Efectiva,Gasífero,2019-05-15 11:42:38.806377,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-84(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.067.144,-5.077.838,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,30/04/2019
CGC,2023,4,73804,3.250,392.485,22.216,0.000,0.000,28.417,Surgencia Natural,Extracción Efectiva,Gasífero,2023-05-11 10:13:38.228251,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.AEC.x-1,MAGA,3655,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-711.393.333.333.333,-506.528.055.555.556,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,30/04/2023
CGC,2020,4,72016,15.074,664.237,12.321,0.000,0.000,30.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-05-12 09:42:39.21692,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PC.SC.ACI.a-24,MAGA,3125,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.718.333.333.333,-507.698.333.333.333,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,30/04/2020
